"year","carbon_dioxide"
2314,25.142270715461205
2315,25.142270715461205
2316,25.142270715461205
2317,25.142270715461205
2318,25.142270715461205
2319,25.142270715461205
2320,25.142270715461205
2321,25.142270715461205
2322,25.142270715461205
2323,25.142270715461205
2324,25.142270715461205
2325,25.142270715461205
2326,25.142270715461205
2327,25.142270715461205
2328,25.142270715461205
2329,25.142270715461205
2330,25.142270715461205
2331,25.142270715461205
2332,25.142270715461205
2333,25.142270715461205
2334,25.142270715461205
2335,25.142270715461205
2336,25.142270715461205
2337,25.142270715461205
2338,25.142270715461205
2339,25.142270715461205
2340,25.142270715461205
2341,25.142270715461205
2342,25.142270715461205
2343,25.142270715461205
2344,25.142270715461205
2345,25.142270715461205
2346,25.142270715461205
2347,25.142270715461205
2348,25.142270715461205
2349,25.142270715461205
2350,25.142270715461205
2351,25.142270715461205
2352,25.142270715461205
2353,25.142270715461205
2354,25.142270715461205
2355,25.142270715461205
2356,25.142270715461205
2357,25.142270715461205
2358,25.142270715461205
2359,25.142270715461205
2360,25.142270715461205
2361,25.142270715461205
2362,25.142270715461205
2363,25.142270715461205
2364,25.142270715461205
2365,25.142270715461205
2366,25.142270715461205
2367,25.142270715461205
2368,25.142270715461205
2369,25.142270715461205
2370,25.142270715461205
2371,25.142270715461205
2372,25.142270715461205
2373,25.142270715461205
2374,25.142270715461205
2375,25.142270715461205
2376,25.142270715461205
2377,25.142270715461205
2378,25.142270715461205
2379,25.142270715461205
2380,25.142270715461205
2381,25.142270715461205
2382,25.142270715461205
2383,25.142270715461205
2384,25.142270715461205
2385,25.142270715461205
2386,25.142270715461205
2387,25.142270715461205
2388,25.142270715461205
2389,25.142270715461205
2390,25.142270715461205
2391,25.142270715461205
2392,25.142270715461205
2393,25.142270715461205
2394,25.142270715461205
2395,25.142270715461205
2396,25.142270715461205
2397,25.142270715461205
2398,25.142270715461205
2399,25.142270715461205
2400,25.142270715461205
2401,25.142270715461205
2402,25.142270715461205
2403,25.142270715461205
2404,25.142270715461205
2405,25.142270715461205
2406,25.142270715461205
2407,25.142270715461205
2408,25.142270715461205
2409,25.142270715461205
2410,25.142270715461205
2411,25.142270715461205
2412,25.142270715461205
2413,25.142270715461205
2414,25.142270715461205
2415,25.142270715461205
2416,25.142270715461205
2417,25.142270715461205
2418,25.142270715461205
2419,25.142270715461205
2420,25.142270715461205
2421,25.142270715461205
2422,25.142270715461205
2423,25.142270715461205
2424,25.142270715461205
2425,25.142270715461205
2426,25.142270715461205
2427,25.142270715461205
2428,25.142270715461205
2429,25.142270715461205
2430,25.142270715461205
2431,25.142270715461205
2432,25.142270715461205
2433,25.142270715461205
2434,25.142270715461205
2435,25.142270715461205
2436,25.142270715461205
2437,25.142270715461205
2438,25.142270715461205
2439,25.142270715461205
2440,25.142270715461205
2441,25.142270715461205
2442,25.142270715461205
2443,25.142270715461205
2444,25.142270715461205
2445,25.142270715461205
2446,25.142270715461205
2447,25.142270715461205
2448,25.142270715461205
2449,25.142270715461205
2450,25.142270715461205
2451,25.142270715461205
2452,25.142270715461205
2453,25.142270715461205
2454,25.142270715461205
2455,25.142270715461205
2456,25.142270715461205
2457,25.142270715461205
2458,25.142270715461205
2459,25.142270715461205
2460,25.142270715461205
2461,25.142270715461205
2462,25.142270715461205
2463,25.142270715461205
2464,25.142270715461205
2465,25.142270715461205
2466,25.142270715461205
2467,25.142270715461205
2468,25.142270715461205
2469,25.142270715461205
2470,25.142270715461205
2471,25.142270715461205
2472,25.142270715461205
2473,25.142270715461205
2474,25.142270715461205
2475,25.142270715461205
2476,25.142270715461205
2477,25.142270715461205
2478,25.142270715461205
2479,25.142270715461205
2480,25.142270715461205
2481,25.142270715461205
2482,25.142270715461205
2483,25.142270715461205
2484,25.142270715461205
2485,25.142270715461205
2486,25.142270715461205
2487,25.142270715461205
2488,25.142270715461205
2489,25.142270715461205
2490,25.142270715461205
2491,25.142270715461205
2492,25.142270715461205
2493,25.142270715461205
2494,25.142270715461205
2495,25.142270715461205
2496,25.142270715461205
2497,25.142270715461205
2498,25.142270715461205
2499,25.142270715461205
2500,25.142270715461205
2501,25.142270715461205
2502,25.142270715461205
2503,25.142270715461205
2504,25.142270715461205
2505,25.142270715461205
2506,25.142270715461205
2507,25.142270715461205
2508,25.142270715461205
2509,25.142270715461205
2510,25.142270715461205
2511,25.142270715461205
2512,25.142270715461205
2513,25.142270715461205
2514,25.142270715461205
2515,25.142270715461205
2516,25.142270715461205
2517,25.142270715461205
2518,25.142270715461205
2519,25.142270715461205
2520,25.142270715461205
2521,25.142270715461205
2522,25.142270715461205
2523,25.142270715461205
2524,25.142270715461205
2525,25.142270715461205
2526,25.142270715461205
2527,25.142270715461205
2528,25.142270715461205
2529,25.142270715461205
2530,25.142270715461205
2531,25.142270715461205
2532,25.142270715461205
2533,25.142270715461205
2534,25.142270715461205
2535,25.142270715461205
2536,25.142270715461205
2537,25.142270715461205
2538,25.142270715461205
2539,25.142270715461205
2540,25.142270715461205
2541,25.142270715461205
2542,25.142270715461205
2543,25.142270715461205
2544,25.142270715461205
2545,25.142270715461205
2546,25.142270715461205
2547,25.142270715461205
2548,25.142270715461205
2549,25.142270715461205
2550,25.142270715461205
2551,25.142270715461205
2552,25.142270715461205
2553,25.142270715461205
2554,25.142270715461205
2555,25.142270715461205
2556,25.142270715461205
2557,25.142270715461205
2558,25.142270715461205
2559,25.142270715461205
2560,25.142270715461205
2561,25.142270715461205
2562,25.142270715461205
2563,25.142270715461205
2564,25.142270715461205
2565,25.142270715461205
2566,25.142270715461205
2567,25.142270715461205
2568,25.142270715461205
2569,25.142270715461205
2570,25.142270715461205
2571,25.142270715461205
2572,25.142270715461205
2573,25.142270715461205
2574,25.142270715461205
2575,25.142270715461205
2576,25.142270715461205
2577,25.142270715461205
2578,25.142270715461205
2579,25.142270715461205
2580,25.142270715461205
2581,25.142270715461205
2582,25.142270715461205
2583,25.142270715461205
2584,25.142270715461205
2585,25.142270715461205
2586,25.142270715461205
2587,25.142270715461205
2588,25.142270715461205
2589,25.142270715461205
2590,25.142270715461205
2591,25.142270715461205
2592,25.142270715461205
2593,25.142270715461205
2594,25.142270715461205
2595,25.142270715461205
2596,25.142270715461205
2597,25.142270715461205
2598,25.142270715461205
2599,25.142270715461205
2600,25.142270715461205
2601,25.142270715461205
2602,25.142270715461205
2603,25.142270715461205
2604,25.142270715461205
2605,25.142270715461205
2606,25.142270715461205
2607,25.142270715461205
2608,25.142270715461205
2609,25.142270715461205
2610,25.142270715461205
2611,25.142270715461205
2612,25.142270715461205
2613,25.142270715461205
2614,25.142270715461205
2615,25.142270715461205
2616,25.142270715461205
2617,25.142270715461205
2618,25.142270715461205
2619,25.142270715461205
2620,25.142270715461205
2621,25.142270715461205
2622,25.142270715461205
2623,25.142270715461205
2624,25.142270715461205
2625,25.142270715461205
2626,25.142270715461205
2627,25.142270715461205
2628,25.142270715461205
2629,25.142270715461205
2630,25.142270715461205
2631,25.142270715461205
2632,25.142270715461205
2633,25.142270715461205
2634,25.142270715461205
2635,25.142270715461205
2636,25.142270715461205
2637,25.142270715461205
2638,25.142270715461205
2639,25.142270715461205
2640,25.142270715461205
2641,25.142270715461205
2642,25.142270715461205
2643,25.142270715461205
2644,25.142270715461205
2645,25.142270715461205
2646,25.142270715461205
2647,25.142270715461205
2648,25.142270715461205
2649,25.142270715461205
2650,25.142270715461205
2651,25.142270715461205
2652,25.142270715461205
2653,25.142270715461205
2654,25.142270715461205
2655,25.142270715461205
2656,25.142270715461205
2657,25.142270715461205
2658,25.142270715461205
2659,25.142270715461205
2660,25.142270715461205
2661,25.142270715461205
2662,25.142270715461205
2663,25.142270715461205
2664,25.142270715461205
2665,25.142270715461205
2666,25.142270715461205
2667,25.142270715461205
2668,25.142270715461205
2669,25.142270715461205
2670,25.142270715461205
2671,25.142270715461205
2672,25.142270715461205
2673,25.142270715461205
2674,25.142270715461205
2675,25.142270715461205
2676,25.142270715461205
2677,25.142270715461205
2678,25.142270715461205
2679,25.142270715461205
2680,25.142270715461205
2681,25.142270715461205
2682,25.142270715461205
2683,25.142270715461205
2684,25.142270715461205
2685,25.142270715461205
2686,25.142270715461205
2687,25.142270715461205
2688,25.142270715461205
2689,25.142270715461205
2690,25.142270715461205
2691,25.142270715461205
2692,25.142270715461205
2693,25.142270715461205
2694,25.142270715461205
2695,25.142270715461205
2696,25.142270715461205
2697,25.142270715461205
2698,25.142270715461205
2699,25.142270715461205
2700,25.142270715461205
2701,25.142270715461205
2702,25.142270715461205
2703,25.142270715461205
2704,25.142270715461205
2705,25.142270715461205
2706,25.142270715461205
2707,25.142270715461205
2708,25.142270715461205
2709,25.142270715461205
2710,25.142270715461205
2711,25.142270715461205
2712,25.142270715461205
2713,25.142270715461205
2714,25.142270715461205
2715,25.142270715461205
2716,25.142270715461205
2717,25.142270715461205
2718,25.142270715461205
2719,25.142270715461205
2720,25.142270715461205
2721,25.142270715461205
2722,25.142270715461205
2723,25.142270715461205
2724,25.142270715461205
2725,25.142270715461205
2726,25.142270715461205
2727,25.142270715461205
2728,25.142270715461205
2729,25.142270715461205
2730,25.142270715461205
2731,25.142270715461205
2732,25.142270715461205
2733,25.142270715461205
2734,25.142270715461205
2735,25.142270715461205
2736,25.142270715461205
2737,25.142270715461205
2738,25.142270715461205
2739,25.142270715461205
2740,25.142270715461205
2741,25.142270715461205
2742,25.142270715461205
2743,25.142270715461205
2744,25.142270715461205
2745,25.142270715461205
2746,25.142270715461205
2747,25.142270715461205
2748,25.142270715461205
2749,25.142270715461205
2750,25.142270715461205
2751,25.142270715461205
2752,25.142270715461205
2753,25.142270715461205
2754,25.142270715461205
2755,25.142270715461205
2756,25.142270715461205
2757,25.142270715461205
2758,25.142270715461205
2759,25.142270715461205
2760,25.142270715461205
2761,25.142270715461205
2762,25.142270715461205
2763,25.142270715461205
2764,25.142270715461205
2765,25.142270715461205
2766,25.142270715461205
2767,25.142270715461205
2768,25.142270715461205
2769,25.142270715461205
2770,25.142270715461205
2771,25.142270715461205
2772,25.142270715461205
2773,25.142270715461205
2774,25.142270715461205
2775,25.142270715461205
2776,25.142270715461205
2777,25.142270715461205
2778,25.142270715461205
2779,25.142270715461205
2780,25.142270715461205
2781,25.142270715461205
2782,25.142270715461205
2783,25.142270715461205
2784,25.142270715461205
2785,25.142270715461205
2786,25.142270715461205
2787,25.142270715461205
2788,25.142270715461205
2789,25.142270715461205
2790,25.142270715461205
2791,25.142270715461205
2792,25.142270715461205
2793,25.142270715461205
2794,25.142270715461205
2795,25.142270715461205
2796,25.142270715461205
2797,25.142270715461205
2798,25.142270715461205
2799,25.142270715461205
2800,25.142270715461205
2801,25.142270715461205
2802,25.142270715461205
2803,25.142270715461205
2804,25.142270715461205
2805,25.142270715461205
2806,25.142270715461205
2807,25.142270715461205
2808,25.142270715461205
2809,25.142270715461205
2810,25.142270715461205
2811,25.142270715461205
2812,25.142270715461205
2813,25.142270715461205
2814,25.142270715461205
2815,25.142270715461205
2816,25.142270715461205
2817,25.142270715461205
2818,25.142270715461205
2819,25.142270715461205
2820,25.142270715461205
2821,25.142270715461205
2822,25.142270715461205
2823,25.142270715461205
2824,25.142270715461205
2825,25.142270715461205
2826,25.142270715461205
2827,25.142270715461205
2828,25.142270715461205
2829,25.142270715461205
2830,25.142270715461205
2831,25.142270715461205
2832,25.142270715461205
2833,25.142270715461205
2834,25.142270715461205
2835,25.142270715461205
2836,25.142270715461205
2837,25.142270715461205
2838,25.142270715461205
2839,25.142270715461205
2840,25.142270715461205
2841,25.142270715461205
2842,25.142270715461205
2843,25.142270715461205
2844,25.142270715461205
2845,25.142270715461205
2846,25.142270715461205
2847,25.142270715461205
2848,25.142270715461205
2849,25.142270715461205
2850,25.142270715461205
2851,25.142270715461205
2852,25.142270715461205
2853,25.142270715461205
2854,25.142270715461205
2855,25.142270715461205
2856,25.142270715461205
2857,25.142270715461205
2858,25.142270715461205
2859,25.142270715461205
2860,25.142270715461205
2861,25.142270715461205
2862,25.142270715461205
2863,25.142270715461205
2864,25.142270715461205
2865,25.142270715461205
2866,25.142270715461205
2867,25.142270715461205
2868,25.142270715461205
2869,25.142270715461205
2870,25.142270715461205
2871,25.142270715461205
2872,25.142270715461205
2873,25.142270715461205
2874,25.142270715461205
2875,25.142270715461205
2876,25.142270715461205
2877,25.142270715461205
2878,25.142270715461205
2879,25.142270715461205
2880,25.142270715461205
2881,25.142270715461205
2882,25.142270715461205
2883,25.142270715461205
2884,25.142270715461205
2885,25.142270715461205
2886,25.142270715461205
2887,25.142270715461205
2888,25.142270715461205
2889,25.142270715461205
2890,25.142270715461205
2891,25.142270715461205
2892,25.142270715461205
2893,25.142270715461205
2894,25.142270715461205
2895,25.142270715461205
2896,25.142270715461205
2897,25.142270715461205
2898,25.142270715461205
2899,25.142270715461205
2900,25.142270715461205
2901,25.142270715461205
2902,25.142270715461205
2903,25.142270715461205
2904,25.142270715461205
2905,25.142270715461205
2906,25.142270715461205
2907,25.142270715461205
2908,25.142270715461205
2909,25.142270715461205
2910,25.142270715461205
2911,25.142270715461205
2912,25.142270715461205
2913,25.142270715461205
2914,25.142270715461205
2915,25.142270715461205
2916,25.142270715461205
2917,25.142270715461205
2918,25.142270715461205
2919,25.142270715461205
2920,25.142270715461205
2921,25.142270715461205
2922,25.142270715461205
2923,25.142270715461205
2924,25.142270715461205
2925,25.142270715461205
2926,25.142270715461205
2927,25.142270715461205
2928,25.142270715461205
2929,25.142270715461205
2930,25.142270715461205
2931,25.142270715461205
2932,25.142270715461205
2933,25.142270715461205
2934,25.142270715461205
2935,25.142270715461205
2936,25.142270715461205
2937,25.142270715461205
2938,25.142270715461205
2939,25.142270715461205
2940,25.142270715461205
2941,25.142270715461205
2942,25.142270715461205
2943,25.142270715461205
2944,25.142270715461205
2945,25.142270715461205
2946,25.142270715461205
2947,25.142270715461205
2948,25.142270715461205
2949,25.142270715461205
2950,25.142270715461205
2951,25.142270715461205
2952,25.142270715461205
2953,25.142270715461205
2954,25.142270715461205
2955,25.142270715461205
2956,25.142270715461205
2957,25.142270715461205
2958,25.142270715461205
2959,25.142270715461205
2960,25.142270715461205
2961,25.142270715461205
2962,25.142270715461205
2963,25.142270715461205
2964,25.142270715461205
2965,25.142270715461205
2966,25.142270715461205
2967,25.142270715461205
2968,25.142270715461205
2969,25.142270715461205
2970,25.142270715461205
2971,25.142270715461205
2972,25.142270715461205
2973,25.142270715461205
2974,25.142270715461205
2975,25.142270715461205
2976,25.142270715461205
2977,25.142270715461205
2978,25.142270715461205
2979,25.142270715461205
2980,25.142270715461205
2981,25.142270715461205
2982,25.142270715461205
2983,25.142270715461205
2984,25.142270715461205
2985,25.142270715461205
2986,25.142270715461205
2987,25.142270715461205
2988,25.142270715461205
2989,25.142270715461205
2990,25.142270715461205
2991,25.142270715461205
2992,25.142270715461205
2993,25.142270715461205
2994,25.142270715461205
2995,25.142270715461205
2996,25.142270715461205
2997,25.142270715461205
2998,25.142270715461205
2999,25.142270715461205
3000,25.142270715461205
